Wall time,Step,Value
1669926341.1258242,80,1.8553698062896729
1669926363.2230194,360,1.767258644104004
1669926376.1489017,520,1.3755080699920654
1669926377.6823723,540,1.6246105432510376
1669926399.5600994,785,1.4365220069885254
1669926410.9935563,925,1.3023524284362793
1669926412.5750248,945,1.2069506645202637
1669926434.7214983,1225,1.4735126495361328
1669926436.2801578,1245,1.388919711112976
1669926443.508778,1310,2.683685541152954
1669926449.799815,1390,1.444329023361206
1669926459.2327828,1510,1.137393832206726
1669926467.1661448,1610,1.137582778930664
1669926478.6976657,1750,2.4462366104125977
1669926495.7724552,1935,0.9215347170829773
1669926502.0946028,2015,1.6090763807296753
1669926508.4842553,2095,1.2031875848770142
1669926530.8497322,2375,1.0774518251419067
1669926537.2303724,2455,1.2828261852264404
1669926538.7164242,2475,1.1462326049804688
1669926543.0044045,2500,1.8882087469100952
1669926546.1285257,2540,0.8930537104606628
1669926555.685533,2660,0.9779921770095825
1669926568.741844,2820,0.9221680164337158
1669926573.4922297,2880,2.6759560108184814
1669926589.7693903,3080,1.0028568506240845
1669926595.7945948,3125,1.9418761730194092
1669926599.1011853,3165,0.9981334805488586
1669926602.2442338,3205,0.7471367120742798
1669926615.3769596,3365,0.8611481189727783
1669926623.8943913,3465,0.8140456080436707
1669926647.0873818,3745,0.7913507223129272
1669926649.6336007,3750,0.8756178617477417
1669926667.895081,3970,1.5787280797958374
1669926671.1185606,4010,0.7567838430404663
1669926684.367148,4170,0.8571377992630005
1669926711.200252,4475,0.7842873334884644
1669926735.511126,4775,0.7153960466384888
1669926737.2276504,4795,1.002927303314209
1669926759.127738,5040,1.0587621927261353
1669926760.7082512,5060,1.0089333057403564
1669926779.9457622,5300,0.8590111136436462
1669926784.8646169,5360,0.6224406361579895
1669926797.8581462,5520,0.6910269260406494
1669926802.780886,5580,0.49473416805267334
1669926811.75589,5665,2.016056776046753
1669926819.8375297,5765,0.5548276305198669
1669926841.2307692,6025,0.5936766862869263
1669926854.818798,6185,0.32953402400016785
1669926858.001849,6225,0.5174579620361328
1669926859.5570989,6245,0.5679458379745483
1669926865.4628851,6290,0.6478319764137268
1669926903.1248605,6750,0.7009599208831787
1669926904.7392273,6770,0.5431385636329651
1669926925.4323332,6995,0.6820112466812134
1669926935.2743495,7115,1.5022140741348267
1669926936.8940444,7135,0.7324509620666504
1669926938.5989065,7155,0.8211907148361206
1669926958.097116,7395,0.5151721835136414
1669926972.090225,7540,1.8258050680160522
1669926978.6291108,7620,1.9793610572814941
1669926981.9693766,7660,1.727211594581604
1669926990.3638043,7760,0.5213722586631775
1669926998.5254135,7860,1.927061676979065
1669927001.771236,7900,0.32567930221557617
1669927019.6894329,8120,0.6327401995658875
1669927030.2518783,8225,1.527653455734253
1669927031.9558752,8245,0.6477014422416687
1669927054.7004454,8525,0.4989345073699951
1669927056.2605915,8545,0.5096582770347595
1669927059.4617274,8585,1.8510384559631348
